id,title,image_link,country,years,director_description,leader,star,description,alltags,imdb,language,time_length
369892,犯罪现场调查完结篇：不朽,https://image.tmdb.org/t/p/w500/4HeYrGHsBNrgxYChaztHKrfzy03.jpg,United States of America,2015,Louis Shaw Milito,泰德·丹森/乔雅·福克斯/Eric Szmanda/Robert David Hall/华莱士·朗廷,7.2,CBS的秋季时间表透露了CSI的最终命运：将推出一个2小时的电视电影作为大结局，元老级角色将回归，包括“葛瑞森”威廉·彼德森、“凯瑟琳”玛格·海根柏格。大结局将于9月27日播出，然后《网络犯罪调查(CSI:Cyber)》第二季接档。,犯罪/悬疑/电视电影,tt4688366,en,86分钟
1552819,Assassin,https://image.tmdb.org/t/p/w500/eNriIkhQusncgc5SipEgQUtrybO.jpg,未知,2025,,吕良伟/Ming Wang,4.4,,动作,tt36350780,zh,0分钟
85,夺宝奇兵：法柜奇兵,https://image.tmdb.org/t/p/w500/pinK5cM1EP9JhmQ8EZmcUzQzJnL.jpg,United States of America,1981,史蒂文·斯皮尔伯格,哈里森·福特/凯伦·阿兰/保罗·弗里曼/约翰·里斯-戴维斯/罗纳德·莱西,7.922,二战期间，希特勒在世界各地召集考古学家寻找“失落的约柜”——圣经中引导希伯来人与上帝交流的圣物，希特勒欲借其来护佑纳粹的战争。为了使希特勒的计划破灭，印第安纳琼斯博士奔赴尼泊尔，一边奋力挖掘蛛丝马迹，一边还要与无孔不入的纳粹分子周旋。凭借着过人的智慧和异于常人的胆量及大无畏的勇气，琼斯终于在罗马找到了指示约柜位置的太阳手杖，继而发现了约柜。就在大功告成之际，纳粹军却侵吞了胜利果实，还将琼斯等人留在了蛇穴里！但是无往不胜的琼斯总是有办法死里逃生，并狠狠地还以颜色！,冒险/动作,tt0082971,en,115分钟
645710,偷窥者,https://image.tmdb.org/t/p/w500/dmYXQFecCTpAUv9PasKVXxO0oLe.jpg,United States of America,2021,Michael Mohan,西德妮·斯维尼/贾斯提斯·史密斯/本·哈迪/刘承羽/Katharine King So,6.528,一对年轻情侣发现自己开始对街对面邻居的性生活产生兴趣。当他们发现其中一人出轨后，一开始无伤大雅的好奇心逐渐变成了一种不健康的痴迷。诱惑和欲望使他们的生活纠缠在一起，并导致了致命的后果。,惊悚,tt11235772,en,117分钟
1172097,That They May Face the Rising Sun,https://image.tmdb.org/t/p/w500/aAMRY5jzOvvHyWJyK0xDg7qRim6.jpg,Ireland/United Kingdom,2024,Pat Collins,Barry Ward/Anna Bederke/Lalor Roddy/肖恩·麦金利/Ruth McCabe,7.2,,剧情,tt28143091,en,111分钟
45243,宿醉2,https://image.tmdb.org/t/p/w500/mbHC3EzIDFDCZjA0TsAK4ZI9ZD5.jpg,United States of America,2011,托德·菲利普斯,布莱德利·库珀/爱德华·帕克·赫尔姆斯/扎克·加利费安纳基斯/贾斯汀·巴萨/郑肯,6.498,《宿醉2》的故事依然以一场婚礼开始，为庆祝Stu（艾德·赫尔姆斯）与杰米·钟结婚，一帮兄弟们集体移师泰国曼谷，然后在这座人生地不熟亚洲大都市，艾德·赫尔姆斯饰演的Stu惹了麻烦：这位老兄在一次，或者叫又一次喝得酩酊大醉之后搞上了一个泰国mm，结果却发现这是一个人妖！于是第二天，这帮兄弟再次必须拼凑线索，弄清这个宿醉之夜都发生了什么！,喜剧,tt1411697,en,102分钟
395990,虎胆追凶,https://image.tmdb.org/t/p/w500/g1DxL9nF4fEo6JC5Lg2jE6ecEvK.jpg,United States of America,2018,伊莱.罗斯,布鲁斯·威利斯/文森特·多诺费奥/迪恩·诺里斯/伊丽莎白·苏/卡米拉·莫罗内,6.208,在枪案频发的芝加哥，保罗原本是一个温文儒雅仁心妙手的医生，拥有一个幸福美满的家庭。一场突如其来的厄运让他的妻女惨遭暴徒欺凌，女儿昏迷不醒，爱妻更因此丧失生命，与他天人永隔。然而，城市里连串的凶案让警方束手无策，种种原因使得保罗的案件无法结案，本应受到制裁的凶徒逍遥法外。在崩溃和绝望中，保罗的人生价值观彻底改变。为了替家人复仇，保罗决定孤身寻凶，主动出击，单枪匹马在城市街头制裁暴力犯罪。警方和大众对这位伸张正义的神秘“帽兜男”众说纷纭，争论不休。在“守护天使”的外衣下，保罗最终迎来了和仇人的生死决战。,动作/犯罪/惊悚/剧情,tt1137450,en,107分钟
2024,爱国者,https://image.tmdb.org/t/p/w500/99pFc3gOzu9TDAUrABY9anjlHSc.jpg,Germany/United States of America,2000,罗兰·艾默里奇,梅尔·吉布森/希斯·莱杰/乔莉·理查德森/杰森·艾萨克斯/克里斯·库珀,7.184,梅尔·吉布森又一次为自由而战。故事发生在美国独立战争期间，一位爱好和平的父亲被逼上梁山，跟残暴的英国军队作殊死搏斗。本杰明·马丁早已告别戎马生涯，虽然他曾经同英国人并肩与法国人和印第安人浴血奋战，但终于有一天，他的儿子成为对抗英国军队的民兵组织头领，而英军掠夺了他的家园及他所挚爱的一切，于是他从一个理想主义的爱国者演变为现实主义的爱国者。,剧情/历史/战争/动作,tt0187393,en,165分钟
1339658,啊，你好！,https://image.tmdb.org/t/p/w500/1GkyF3iCyIwwJ8NT6jb932xtXJh.jpg,United States of America,2025,Sophie Brooks,莫莉·戈登/罗根·勒曼/杰拉尔丁·维斯瓦纳坦/John Reynolds/戴维·克罗斯,6.167,"　艾瑞丝和艾萨克的第一次浪漫周末度假便出了差错。 　　这部浪漫喜剧讲述了沟通不畅和期望不匹配的故事，展现了艾瑞丝（莫莉·戈登饰）和艾萨克（罗根·勒曼饰）之间充满磁性的反差化学反应。当他们的关系迅速破裂时，艾瑞丝绝望地希望男友不愿承诺只是可以治愈的困惑，这让她采取了越来越疯狂的行动来巩固自己对艾萨克的感情。编剧兼导演索菲·布鲁克斯在影片中保持了一种俏皮、古怪的奇思妙想和扭曲的幽默感，这对情侣完全无法理解彼此，导致一系列潜在的危险误会不断升级。",爱情/喜剧/惊悚,tt33292655,en,95分钟
605928,The Power of the Present,https://image.tmdb.org/t/p/w500/935rKaSrvVvjjmdL0a1fnyVSg1W.jpg,United States of America,2017,Cliff Stephenson,戴克·蒙哥马利/林路迪/娜奥米·斯科特/RJ·塞勒/Becky G,8.5,,纪录,,en,140分钟
33444,飞毛腿冈萨雷斯,https://image.tmdb.org/t/p/w500/noNjbvd1Uy7QzDZZ4eV25IIPayd.jpg,United States of America,1955,弗里兹·弗里伦,梅尔·勃朗/Stan Freberg,7.0,墨西哥边境线上，一群面黄肌瘦的小老鼠对着不远处的奶酪工厂望眼欲穿，然而他们却无法靠近，因为邪恶的希尔维斯特猫（Mel Blanc 配音）守在必经之路上。墨西哥鼠派出的敢死队接连遭受失败，万般无奈下，只得求助素有飞毛腿之称的冈萨雷斯（Mel Blanc 配音）。冈萨雷斯欣然同意，来到边境线上，与希尔维斯特展开一场精彩刺激的奶酪攻防战，最终大获全胜。本片荣获1956年奥斯卡最佳动画短片奖。,动画/家庭/喜剧/西部,tt0048649,en,7分钟
1149167,套现2：大赌客,https://image.tmdb.org/t/p/w500/twB172jzheg2pT8eGBe5CdH3Ar2.jpg,United States of America,2025,Randall Emmett,约翰·特拉沃尔塔/吉娜·格申/卢卡斯·哈斯/Quavo/Natali Yura,6.382,在经历了一场惊心动魄的抢劫案后，主谋梅森（约翰-特拉沃尔塔 JohnTravolta 饰）带着他的盗窃团伙和他的爱人德克尔（吉娜-格申 Gina Gershon 饰）退出了犯罪世界。他们的幸福生活并不长久，戴克被臭名昭著的萨拉查绑架，萨拉查一心想要报复梅森。梅森别无选择，只能在新奥尔良一家豪华赌场内实施一次冒险的抢劫，这让他和他的手下与敌对的犯罪集团和 FBl 展开了激烈的争斗。为了双杀萨拉扎并拯救自己的爱人，梅森不得不在险象环生的赌场迷宫中赌上自己的性命，做出一个不可能的选择。,动作/犯罪/惊悚,tt27829510,en,90分钟
670,老男孩,https://image.tmdb.org/t/p/w500/3oQbLtBkYN4Y0Om7LiSqwg7l8Jv.jpg,South Korea,2003,朴赞郁,崔岷植/刘智泰/姜惠贞/金秉玉/池大汉,8.246,女儿生日那天，中年男子吴大修（崔岷植饰）在醉酒回家路上，突遭不明身份的人绑架失踪。就此，他毫无理由地被囚禁在一个神秘的私人监狱中。寻死未果的吴大修，每天看电视，三餐吃煎饺。通过电视，他得知妻子已遭杀害，女儿下落不明，自己更被怀疑为凶手。就此，吴大修开始锻炼身体，决心复仇，并在牢中度过漫长的15年...,剧情/惊悚/悬疑/动作,tt0364569,ko,120分钟
33633,奥利安娜,https://image.tmdb.org/t/p/w500/8WqNryGHUxtVqvQK7JZYy2jnpxA.jpg,United Kingdom/United States of America,1994,大卫·马梅特,威廉·H·梅西/Debra Eisenstadt,6.2,一部两个角色的电影，涉及到一位大学教授约翰和一位名叫卡罗尔的女学生。卡罗尔在约翰的课程中不及格，于是她找约翰对质。两人花了很长时间互相交谈，期间约翰说了一些可能被误解的话。在他们通宵对话之后，卡罗尔指控约翰性骚扰。随着卡罗尔的进一步指控，约翰作为一名教师的职业生涯开始崩溃。这迫使约翰面临如何处理这种情况的选择，而结果构成了电影的震撼结局。,剧情,tt0110722,en,87分钟
1003596,复仇者联盟5,https://image.tmdb.org/t/p/w500/6eB2oh1SplddsZYCdayrIdrIGLd.jpg,United States of America,2026,乔·罗素/安东尼·罗素,克里斯·海姆斯沃斯/凡妮莎•柯比/安东尼·麦凯/塞巴斯蒂安·斯坦/莱蒂希娅·赖特,0.0,讲述了复仇者联盟一行人对抗试图征服多元宇宙的征服者康的故事。,科幻/动作,tt21357150,en,0分钟
1930,超凡蜘蛛侠,https://image.tmdb.org/t/p/w500/ppwZ5K8743c5iGEPsqCSCvlpy13.jpg,United States of America,2012,马克·韦伯,安德鲁·加菲尔德/艾玛·斯通/瑞斯·伊凡斯/丹尼斯·利瑞/马丁·辛,6.723,童年的一起突发事件，令彼得·帕克和父母生离死别。转眼彼得成为一名高中生，他偶然发现父亲的公文包，并从叔父本处得到线索，于是启程前往奥斯库公司拜访父亲当年的合作伙伴——科特·康纳斯博士。在公司内四处寻找线索的彼得意外被蜘蛛咬了一口，回程途中他的身体发生奇异的变化。在康纳斯博士德引导下，彼得不断了解并发掘体内着超乎寻常的能力，喜怒哀乐，各种意想不到的事情迅速向他袭来。直到某日，他便成了影响深远的超级战士蜘蛛侠。而城市内也出现了凶恶的蜥蜴人，彼得不平凡的人生就此展开。,动作/冒险/科幻,tt0948470,en,136分钟
50646,疯狂愚蠢的爱,https://image.tmdb.org/t/p/w500/nrsT2aUClo25SQMp6bX6IBEqjD3.jpg,United States of America,2011,格伦·费卡拉/约翰·雷夸,史蒂夫·加瑞尔/瑞恩·高斯林/朱丽安·摩尔/艾玛·斯通/里奥·蒂普顿,7.269,卡尔（史蒂夫·卡瑞尔 Steve Carell 饰）人到中年，中年危机如约到来——妻子艾米丽（朱丽安·摩尔 Julianne Moore 饰）提出离婚，令他面对儿女不知所措。重回情场的卡尔发现自己已经脱离男欢女爱的时代了，幸亏遇到泡妞高手雅各（瑞恩·高斯林 Ryan Gosling 饰），帮他重整行头，教他当今最时髦的方法俘获女人芳心。卡尔重战情场了，反而是雅各遇上感情烦恼，他遇见一个叫汉娜（艾玛·斯通 Emma Stone 饰）的姑娘，令他发现真爱原来和招数、游戏根本无关。女人缘变好的卡尔渐渐发现家庭仍是自己最大牵挂，雅各渐渐发现自己愿意为汉娜放弃花花公子的日子，加上卡尔13岁的小儿子也开始情窦初开为爱烦恼，爱有多疯狂，又有多愚蠢，在汉娜邀请雅各回家吃饭的那刻，终于见了分晓…,喜剧/剧情/爱情,tt1570728,en,118分钟
9016,星银岛,https://image.tmdb.org/t/p/w500/emJPWGfMKDBMmnhjtMMvPkJUJm9.jpg,United States of America,2002,约翰·马斯克/罗恩·克莱蒙兹,约瑟夫·高登-莱维特/Brian Murray/艾玛·汤普森/大卫·海德·皮尔斯/马丁·肖特,7.6,这天，15岁的少年占美阴差阳错的得到了一张球状星空藏宝图。这张地图记录了宇宙海盗搜刮来的巨额财宝的埋藏地点，于是少年占美踏上了一艘巨大的太空帆船，他的太空历险由此开始。  　　占美遇到了船上的厨师约翰，在约翰的帮助下，占美学习到了很多太空人的知识。在一系列的太空历险与战斗中，占美逐渐掌握在太空生存的技巧与法则。当他们越来越接近宝藏时，占美慢慢发现原来自己一路上的好朋友约翰原来是一个阴险狡诈的海盗。面对朋友的背叛，占美将如何是好？,科幻/冒险/动画/家庭/奇幻,tt0133240,en,95分钟
612007,Üç Kağıtçılar,https://image.tmdb.org/t/p/w500/jPYzl9EGf0he1zPUB1huTKG37OH.jpg,Germany/Iran/Italy/Turkey,1976,Natuk Baytan/Ernst Hofbauer,Cüneyt Arkın/Gülşen Bubikoğlu/Alberto Dell'Acqua/Reza Fazeli/Franca Gonella,6.5,,喜剧/冒险/犯罪,tt0451475,tr,91分钟
162,剪刀手爱德华,https://image.tmdb.org/t/p/w500/1ocL6mgNkFlIARhDQcA9bgxS0L1.jpg,United States of America,1990,蒂姆·伯顿,约翰尼·德普/薇诺娜·瑞德/黛安·韦斯特/安东尼·迈克尔·豪尔/凯西·贝克,7.719,爱德华（约翰尼·戴普饰）是一个机器人，他拥有人的心智，却有一双剪刀手，孤独地生活在古堡里，闯入古堡的化妆品推销员佩格把他带回家，让他走进了人类的世界。单纯的爱德华爱上了佩格的女儿金（薇诺娜·瑞德饰），金也慢慢的被爱德华的善良所吸引。但是，一连串的意外事情让周围的人邻居对爱德华的态度从喜欢变成无法接受，爱德华痛苦地发现，他总是好心办坏事，连自己的爱人都不能拥抱，或许，他注定就不属于这个世界。,奇幻/剧情/爱情,tt0099487,en,105分钟
9637,史酷比,https://image.tmdb.org/t/p/w500/mTAiBJGg8mqEfnYHHbi37ZoRSZm.jpg,United States of America,2002,Raja Gosnell,小弗雷德里克·詹姆斯·普林兹/莎拉·米歇尔·盖拉/马修·利拉德/琳达·卡德里尼/Neil Fanning,6.1,本片改编自60年代美国热门卡通系列剧，故事的主角是一只会说话的大丹狗：史酷比。话说在美国有一个度假圣地“恐怖岛”，这里有全世界最最恐怖的游乐设施，让那些寻求刺激的旅客流连忘返。  　　但是今年的恐怖岛成了名符其实的“恐怖岛”，有人在岛上遇到真实的恐怖现象！从此“恐怖岛”门厅零落，这里的老板也因此蒙受巨大的经济损失，为了证明岛上安全无虞，没有所谓的恐怖现象，于是请来了远近驰名，以费德（小弗莱迪·普林兹饰）为首的四人打击犯罪小组到岛上展开侦查，这组人马当中当然还包括对灵异现象反应敏锐的史酷比，战斗开始了……,悬疑/冒险/喜剧,tt0267913,en,87分钟
272634,环形拯救,https://image.tmdb.org/t/p/w500/az01atPxEdKdI1ZvgMp3iF2D0nn.jpg,Sweden,2015,Levan Akın,Josefin Asplund/Helena Engström/Miranda Frydman/Irma von Platen/Hanna Asp,5.363,,剧情/奇幻/悬疑/惊悚/恐怖,tt2122313,sv,144分钟
589261,致命助理,https://image.tmdb.org/t/p/w500/4xa1q03ZWiIhGncx72BMEE6FODU.jpg,United States of America,2019,达芙妮·祖尼加,Breanne Hill/基南·特雷西/Kate Gilligan/Mike Capozzi/Philip Boyd,4.167,一个女人试图与她疏远的家庭重新建立联系，结果以谋杀和怀疑告终。,剧情/电视电影,tt9362694,en,84分钟
549053,去年圣诞,https://image.tmdb.org/t/p/w500/s3HEXNf6Vpz6gqswdgvxnpzu0AJ.jpg,United Kingdom/United States of America,2019,保罗·费格,艾米莉亚·克拉克/亨利·戈尔丁/杨紫琼/艾玛·汤普森/Lydia Leonard,7.207,影片故事发生在英国伦敦，讲述凯特(克拉克饰)因为错误决定而步入人生低谷，而一个近乎完美的男子汤姆(戈尔丁饰)的出现，为她的生活带来一缕阳光。,喜剧/爱情,tt8623904,en,102分钟
429,黄金三镖客,https://image.tmdb.org/t/p/w500/zgUSBMbmC5GJNT3vX5ZB7AmWoC2.jpg,United States of America/Italy/Spain/Germany,1966,赛尔乔·莱昂内,克林特·伊斯特伍德/埃里·瓦拉赫/李·范·克里夫/阿尔多·久弗瑞/路易吉·皮斯蒂利,8.464,意大利西部片宗师瑟吉欧·莱昂内执导的镖客电影三部曲的完结篇。由克林特·伊斯特伍德、李·范·克里夫和伊莱·沃勒克分饰英文片名所指的好人、坏人和丑恶之人。三人在美国南北战争期间趁着政局混乱，打算谋夺一批属于南方政府的财富，但每个人只知道一部分藏金的细节，必须联合起来才可以取得全部的钱，于是三人既互相利用又勾心斗角，产生不少有趣的笑料和张力十足的戏剧性对峙。,西部,tt0060196,it,161分钟
436305,最远的地方,https://image.tmdb.org/t/p/w500/jHbSJo4FoKvqaGn3b7q49bcSYVZ.jpg,Germany/United States of America/Ireland/United Kingdom,2018,Emer Reynolds,卡尔·萨根/John Casani/Lawrence Krauss/Carolyn Porco/Timothy Ferris,7.795,关于旅行者号的前世今生。很难想象科学家在70年代就有如此宏伟的构想并且付诸实践了。孤独的旅行者号一路飞出太阳系向宇宙进发，成为人类有史以来走得最远的探险，那张承载了歌曲和影像的金唱片实在太有创意了！我们的征途是星辰大海。,纪录,tt6223974,en,121分钟
1404541,Légua Tirana,https://image.tmdb.org/t/p/w500/quwYsYGOrt9Moh16fnmHSznSuWT.jpg,Brazil,2025,Marcos Carvalho/Diogo Fontes,Kayro Oliveira/Wellington Lugo/Chambinho do Acordeon/Claudia Ohana/Luiz Carlos Vasconcelos,0.0,,剧情/历史,tt36948085,pt,0分钟
840889,定格恶魔,https://image.tmdb.org/t/p/w500/kWzWZEctPcZ0dATbtcYy6lIJgGj.jpg,United Kingdom,2024,Robert Morgan,艾斯琳·弗兰乔茜/斯特拉·戈内特/Tom York/Therica Wilson-Read/Bridgitta Roy,6.201,一位定格动画师，在失去专横的母亲后，正在努力控制自己内心的的恶魔。她孤身一人，开始创作一部令人毛骨悚然的定格动画电影，这部电影很快就成为她理智的战场。当她的精神开始崩溃时，她的动画电影中的角色有了自己的意志，她释放的想象力威胁着摧毁她的生活。,恐怖/动画,tt14852624,en,94分钟
1220564,密探,https://image.tmdb.org/t/p/w500/cjHczbkm4j9Dccgf2RzyjZh8kYT.jpg,Brazil/France/Germany/Netherlands,2025,Kleber Mendonça Filho,瓦格纳·马拉/Carlos Francisco/Tânia Maria/Robério Diógenes/Roney Villela,8.3,　　1977年，在被军事独裁统治折磨的巴西，四十多岁的马塞洛逃离了他混乱的过去，来到累西腓，希望在这里建立新的生活并与家人重修旧好。然而，他并未料到死亡威胁如影随形，笼罩在他的头顶。,犯罪/剧情/惊悚,tt27847051,pt,161分钟
50619,暮光之城4：破晓（上）,https://image.tmdb.org/t/p/w500/i1veeiEZj0nERyzst2uQ3lS0btM.jpg,United States of America,2011,威廉·康登,克里斯汀·斯图尔特/罗伯特·帕丁森/泰勒·洛特纳/比利·伯克/彼得·法西内利,6.2,贝拉和爱德华终于要结婚了！这是贝拉有生以来最幸福的一刻，见证婚礼的宾客也都期待着这一暮而情绪高涨。两人飞到巴西的艾思蜜岛上渡蜜月。不久贝拉发现她竟然怀孕了。于是，看似有情人终成眷属的梦幻情节下，一场即将撼动吸血鬼、狼人和人类世界的暗涛汹涌对决，正悄悄来袭…。贝拉怀了人类和吸血鬼的混血胎儿，竟以异常的速度在她体内成形，令贝拉吃足苦头，甚至危及她的健康。爱德华怕胎儿夺去贝拉性命，希望她能放弃孩子，但贝拉却甘为生下孩子而冒生命危险。另一厢的狼族获悉后，担心胎儿将来会对族人构成威胁，决定千方百计除掉它，即使连带杀了贝拉也在所不惜。雅各布为了保护心爱的贝拉，决定离开狼族，连夜奔向库伦家警告这场狼族的猎杀行动。贝拉即将分娩，腹中勐烈成长的胎儿令她断掉肋骨并大量失血，在她命悬一线之际，爱德华为了救她只有一个办法…他把装有自己吸血毒液的针管插进贝拉心脏，贝拉陷进蜕变的痛苦中，到底，她会变成吸血鬼吗？,冒险/奇幻/爱情,tt1324999,en,117分钟
940551,飞鸭向前冲,https://image.tmdb.org/t/p/w500/zbEaRMq7A61PHtkYq4ONazMMXQ9.jpg,United States of America,2023,本杰明·雷纳,库马尔·纳贾尼/伊丽莎白·班克斯/卡斯帕·詹宁斯/特雷西·加扎尔/奥卡菲娜,7.379,飞鸭马拉德一家向南迁徙前往热带的牙买加，却意外闯入疯狂大都市纽约？在紧张刺激的飞行之旅中，他们将如何化险为夷？,家庭/喜剧/冒险/动画,tt6495056,en,93分钟
810693,咒术回战 0 剧场版,https://image.tmdb.org/t/p/w500/qiodOI39faRytzKvmq1C8IUjxaX.jpg,Japan,2021,朴性厚,绪方惠美/花泽香菜/中村悠一/樱井孝宏/小松未可子,8.122,乙骨忧太是一个高中生，他正面临着一个严重的问题，青梅竹马理香变成了一个咒灵，不会让他一个人呆着。由于理香不是普通的咒灵，他的困境被咒术高专的老师五条悟注意到了。五条说服忧太入学，但他赶得及吗？,动画/动作/奇幻,tt14331144,ja,104分钟
901511,2nd Chance,https://image.tmdb.org/t/p/w500/wncHoaN0SRxQbO5a5jFkrqYzwfG.jpg,United Kingdom/United States of America,2022,Ramin Bahrani,Richard Davis,6.6,,纪录/历史,tt16282914,en,89分钟
324552,疾速追杀2,https://image.tmdb.org/t/p/w500/t4Rrmeo8C4nl8ZOG3o00D9RLaqt.jpg,United States of America,2017,查德·斯塔尔斯基,基努·里维斯/科曼/劳伦斯·菲什伯恩/里卡尔多·斯卡马奇奥/鲁比·罗丝,7.34,在经历过一系列风波后，约翰·威克也重新养了一只健康的狗狗。一心想要退休的约翰·威克再度被自己之前的事业所困扰，他此前的雇主现在正在被追杀，受困于自己之前的承诺，约翰·威克只能飞去罗马帮助他脱围。在罗马这个古老的城市里，约翰·威克遇见了全世界最强的杀手，于是乎他只能拿起枪来保护自己。,动作/惊悚/犯罪,tt4425200,en,122分钟
820511,开膛手秘闻,https://image.tmdb.org/t/p/w500/eJ0q6GIac00TvanshEDREQ79mpz.jpg,United Kingdom,2021,Steve Lawson,Jonathan Hansler/Phil Molloy/Dawn Butler/Chris Bell/Sylvia Robson,6.1,一名侦探和一名法医联手解决维多利亚时代伦敦的一系列可怕谋杀案 ，但其中一个人隐藏着一个致命的秘密。,恐怖,tt14267154,en,85分钟
85877,蜜桃成熟时33D,https://image.tmdb.org/t/p/w500/bBC1fBHyFBmc6fn4UDedtkOVSaD.jpg,Hong Kong,2011,钱文锜,吴晴晴/俞昊翔/吉泽明步/加藤鷹/Ya-Wen Hsueh,5.645,　　朗仔与他的3名好友在海边租了一间渡假屋温习应付毕业考试，发现四名美女同学千、西、珍与米亚搬到了隔壁。其中最美的校花千，其实暗恋朗仔但却无胆入情关。  朗仔回家睡觉，半夜忽然狂风大作。在强压电流中出现一位全裸美少女，自称叫“未来”，是从2046年经时光机回到2011年，找寻完美基因的，因为在2046年，外星人已用辐射令地球男女失去生殖能力。所以她被派来带完美精子回去延续人类后代...,喜剧/科幻,tt2084885,cn,82分钟
9753,荒岛惊魂,https://image.tmdb.org/t/p/w500/v45dAZ1vI4NUqcYcLUmGVXHGYFj.jpg,Germany/Luxembourg/United Kingdom,2005,斯图尔特·拉菲尔,比利·赞恩/凯莉·布鲁克/胡安·巴勃罗·迪·帕塞/Todd Collins/Gabrielle Jourdan,5.6,　　富商杰克（比利·赞恩 Billy Zane 饰）与妻子詹尼弗（凯莉·布鲁克 Kelly Brook 饰）与朋友们驾一艘私人游艇出海度假，同行的还有理查兹夫妇，众人都希望在海上度过一个愉快而完美的假期。英俊帅气的游艇服务生曼纽尔（胡安·巴勃罗·迪·帕斯 Juan Pablo Di Pace 饰）刚刚与怀孕的女友分手。然而一场突如其来的游艇失火，让这艘豪华游艇很快炸毁沉没。  　　侥幸逃过此劫的詹妮弗用尽最后一丝力气游到了一座孤岛之上，而同样幸运地活下来的还有曼纽尔一人。更幸运的是，曼纽尔是一位野外生存高手，他很快就搭建好一所草屋供两人居住，并弄到了食物。一切看上去都如天堂般美好，直到丈夫杰克的突然出现。劫后余生的丈夫，性感火辣的娇妻以及勇猛英俊的帅哥，三个人同时被困于荒岛之上，而更可怕的是，只有一个人能活着离开。,冒险/剧情/惊悚,tt0377309,en,95分钟
377690,Løvekvinnen,https://image.tmdb.org/t/p/w500/35gIT24XszhP06rVG8IECi38VjQ.jpg,Norway/Sweden,2016,维贝克·伊索,罗夫·拉斯加德/Kjersti Tveterås/Ida Ursin-Holm/罗尔夫·克里斯蒂安·拉森/丽莎·洛文·孔斯利,6.8,,剧情,tt4677578,no,126分钟
36557,007：大战皇家赌场,https://image.tmdb.org/t/p/w500/htj7NS9tsiwXYvPpIhl5E9brVNW.jpg,United Kingdom/United States of America,2006,马丁·坎贝尔,丹尼尔·克雷格/伊娃·格林/麦斯·米科尔森/朱迪·丹奇/杰弗里·怀特,7.567,英国军情六处特工詹姆斯·邦德（丹尼尔·克雷格 饰）这一次的任务是在赌场上赢取俄罗斯间谍手中的巨额财富，让其背后的恐怖组织势力无法达成阴谋并且击垮恐怖组织。这次，邦德有了一个漂亮的得力女助手琳德（伊娃·格林 饰）。邦德经过了赌场上的种种训练，最终来到了皇家赌场。随着赌注越来越大，这场赌局也愈来愈显示出背后交错的阴谋。邦德甚至险些死于非命。在共同的合作中，邦德和琳德不知不觉拥有了信任和默契，这种感情将会何去何从呢？,冒险/动作/惊悚,tt0381061,en,144分钟
19199,神枪客,https://image.tmdb.org/t/p/w500/zbi7PsU6x5rxvzOR53fnlvEsqr9.jpg,Germany/Yugoslavia,1965,Harald Philipp,斯图尔特·格兰杰/Pierre Brice/Harald Leipnitz/Heinz Erhardt/特伦斯·希尔,6.3,,冒险/西部,tt0059958,de,89分钟
568124,魔法满屋,https://image.tmdb.org/t/p/w500/t3CBn8FqovJDRXfvbxohDH0Qc0R.jpg,United States of America,2021,拜恩·霍华德/贾里德·布什,斯蒂芬妮·比阿特丽斯/玛丽亚·塞西莉亚·卡达维/约翰·雷吉扎莫/黛安·格雷罗/Jessica Darrow,7.579,讲述一个非同寻常的家庭——马利加家族的故事，他们隐居在哥伦比亚的山区一座神奇的房子里，生活在一个充满活力的小镇：一个奇妙的、充满魅力的地方，奇迹谷。奇迹谷的魔力使这个家庭的每个孩子都拥有独特魔法天赋，从超强大神力到治愈他人的能力……除了米拉贝（斯蒂芬妮·比翠丝 Stephanie Beatriz 配音）。但是，当她发现围绕奇迹谷的魔法处于危险之中时，米拉贝下定决心，她这唯一无魔法天赋的马利加人，将成为这个特殊家庭的希望。,动画/喜剧/家庭/奇幻,tt2953050,en,102分钟
1526215,爱+战争,https://image.tmdb.org/t/p/w500/cl5gMJdOWw99TOkfvNKJeoNQbvN.jpg,United States of America,2025,金国威/伊丽莎白·柴·瓦沙瑞莉,Lynsey Addario/Дубчак Іванович/Yulia Bondarenko/Steven P. Bungay/Serhiy Perebyinis,5.8,普利策奖获得者冲突摄影记者琳赛·艾达里欧 （Lynsey Addario） 回顾了在世界上一些最危险的战区工作的职业生涯，包括俄罗斯入侵乌克兰。,纪录/战争,tt37815958,en,95分钟
926670,亨利危险：电影,https://image.tmdb.org/t/p/w500/dFWj2rOGsqSIX1PHFghbCBgpMnk.jpg,United States of America,2025,Joe Menendez,杰斯·诺曼/Sean Ryan Fox/艾拉·安德森/迈克尔·科恩/弗兰基·格兰德,7.713,Henry Hart遇到了一个渴望与Kid Danger一起打击犯罪的超级粉丝，他拥有一个可以打开替代现实的设备。面对狂野的旅程，亨利需要他最好的朋友贾斯珀和他的新超级粉丝伙伴找到出路，否则将永远被困在另一个维度。,动作/喜剧/家庭/科幻,tt7787524,en,86分钟
